#SampleID	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	anonymized_name	batch_areal_prod	batch_avg_vol_prod	batch_daughter_culture_id	batch_end_date	batch_g_l_finish	batch_g_l_start	batch_id	batch_media_n_source	batch_media_salt_g_l	batch_parent_culture_id	batch_start_date	batch_total_fames_dry	collection_date	collection_timestamp	day	day_of_year	description_duplicate	elite_cells_counted	elite_cells_per_ml	g_dna_plate	g_dna_well	growth_cycle_day	host_subject_id	month	no3_per_l_start_mm	nonchlorophyll_cell_count	od_750_g_ld_panel_growth_rate	od_750_panel_growth_rate	overall_day	panel	par_mol_m2_day	percent_elite	percent_nonchlorophyll	percent_weed	po4_start_mm	sample_drymass	sample_od_750	sample_type	sampling_point_in_growth_cycle	season	system	system_vol_liters	tot_nonchlorophyll_events_ml	total_cells_per_ml	total_growth_cycle_days	total_weed_cells_per_ml	weed_cells_counted	year	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	altitude	assigned_from_geo	common_name	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	geographic_location_country_and_or_sea	host_common_name	host_taxid	latitude	longitude	physical_samp_avail_now	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	title
ERR874182	SAMEA3376040	ERX953785	1902.236	3	1	ERR874182	ERS717802	qiime_ppdid_189:1902.236	236	None	None	None	10/19/11	3.7	1.4	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel N2 in system Viking	2.41E+04	3.70E+08	2	E1	8	236	9	3	465	0.08	0.23	83	S5	None	97	2	1.6	1.104	2.3	6.7	bioreactor content	0.3	fall	Viking	40	7.12E+06	3.83E+08	27	6.10E+06	398	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874183	SAMEA3376041	ERX953786	1902.237	3	1	ERR874183	ERS717803	qiime_ppdid_189:1902.237	237	None	None	None	10/17/11	3.6	1.6	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S1 in system Viking	2.42E+04	3.70E+08	2	E2	8	237	9	3	513	0.08	0.24	81	S6	None	97	2	1.3	1.104	2.6	7.4	bioreactor content	0.3	fall	Viking	40	7.85E+06	3.83E+08	25	4.93E+06	322	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874184	SAMEA3376042	ERX953787	1902.238	4	1	ERR874184	ERS717804	qiime_ppdid_189:1902.238	238	None	None	None	10/12/11	4.2	1.5	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S2 in system Viking	2.44E+04	4.41E+08	2	E3	8	238	9	3	341	0.08	0.22	76	S7	None	98	1	0.9	1.104	2.9	8.4	bioreactor content	0.4	fall	Viking	40	6.16E+06	4.52E+08	20	4.17E+06	231	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874185	SAMEA3376043	ERX953788	1902.239	4	1	ERR874185	ERS717805	qiime_ppdid_189:1902.239	239	None	None	None	10/12/11	4.7	1.8	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S3 in system Viking	2.44E+04	4.92E+08	2	E4	8	239	9	3	405	0.14	0.41	76	S8	None	98	2	0.8	1.104	3.2	9.1	bioreactor content	0.4	fall	Viking	40	8.17E+06	5.04E+08	20	4.03E+06	200	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874186	SAMEA3376044	ERX953789	1902.24	4	2	ERR874186	ERS717806	qiime_ppdid_189:1902.24	24	6.71	0.11	928	8/15/11	2.8	1.14	921	NaNO3	20	900	8/1/11	37.6	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel A7 in system AGS	2.41E+04	2.53E+08	1	B2	4	24	8	3	886	0.06	0.18	18	A7	53	96	3.54	0.1	1.104	1.54	4.4	bioreactor content	0.3	summer	AGS	200	9.30E+06	2.62E+08	14	1.57E+05	15	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874187	SAMEA3376045	ERX953790	1902.24	4	2	ERR874187	ERS717807	qiime_ppdid_189:1902.240	240	None	None	None	11/21/11	3.8	1.4	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S4 in system Viking	2.43E+04	3.13E+08	2	E5	8	240	9	3	647	0.08	0.23	116	N1	None	97	3	0.1	1.104	2.3	6.5	bioreactor content	0.1	fall	Viking	40	8.32E+06	3.21E+08	60	4.11E+05	32	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874188	SAMEA3376046	ERX953791	1902.241	4	2	ERR874188	ERS717808	qiime_ppdid_189:1902.241	241	None	None	None	11/21/11	2.7	1.3	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S5 in system Viking	2.32E+04	2.61E+08	2	E6	8	241	9	3	1728	0.04	0.11	116	N2	None	93	7	0.1	1.104	2.1	5.9	bioreactor content	0.1	fall	Viking	40	1.94E+07	2.81E+08	60	1.91E+05	17	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874189	SAMEA3376047	ERX953792	1902.242	6	2	ERR874189	ERS717809	qiime_ppdid_189:1902.242	242	None	None	None	10/12/11	1.8	1.2	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S6 in system Viking	2.40E+04	2.63E+08	2	E7	8	242	9	3	1024	0.03	0.08	76	N3	None	96	4	0	1.104	1.9	5.4	bioreactor content	0.4	fall	Viking	40	1.13E+07	2.75E+08	20	4.39E+04	4	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874190	SAMEA3376048	ERX953793	1902.243	4	1	ERR874190	ERS717810	qiime_ppdid_189:1902.243	243	None	None	None	11/21/11	1.3	1.2	-	NaNO3	20	None	9/22/11	None	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel S7 in system Viking	2.32E+04	2.61E+08	2	E8	8	243	9	3	1729	0	0	116	N4	None	93	7	0.1	1.104	1.9	5.5	bioreactor content	0.1	fall	Viking	40	1.94E+07	2.80E+08	60	1.91E+05	17	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874191	SAMEA3376049	ERX953794	1902.244	4	2	ERR874191	ERS717811	qiime_ppdid_189:1902.244	244	None	None	None	11/21/11	4	1.7	-	NaNO3	20	None	10/13/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S8 in system Viking	2.00E+04	3.49E+08	2	E9	15	244	10	3	4880	0.06	0.18	116	S1	None	80	20	0	1.104	3.3	9.3	bioreactor content	0.4	fall	Viking	40	8.51E+07	4.36E+08	39	3.49E+04	2	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874192	SAMEA3376050	ERX953795	1902.245	2	1	ERR874192	ERS717812	qiime_ppdid_189:1902.245	245	None	None	None	11/21/11	4.3	1.8	-	NaNO3	20	None	10/13/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel N1 in system Viking	2.01E+04	3.11E+08	2	E10	15	245	10	3	4881	0.07	0.21	116	S2	None	80	20	0.1	1.104	2.8	8.1	bioreactor content	0.4	fall	Viking	40	7.56E+07	3.87E+08	39	2.32E+05	15	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874193	SAMEA3376051	ERX953796	1902.246	3	1	ERR874193	ERS717813	qiime_ppdid_189:1902.246	246	None	None	None	11/17/11	5.8	1.5	-	NaNO3	20	None	10/12/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel N2 in system Viking	2.43E+04	5.01E+08	2	E11	16	246	10	3	726	0.12	0.35	112	S3	None	97	3	0	1.104	3.4	9.8	bioreactor content	0.4	fall	Viking	40	1.50E+07	5.16E+08	36	2.27E+05	11	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874194	SAMEA3376052	ERX953797	1902.247	4	2	ERR874194	ERS717814	qiime_ppdid_189:1902.247	247	None	None	None	11/22/11	3	1.6	-	NaNO3	20	None	10/19/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel N3 in system Viking	2.26E+04	2.40E+08	2	E12	9	247	10	3	773	0.04	0.12	117	S5	None	90	3	6.3	1.104	2.4	6.8	bioreactor content	0.3	fall	Viking	40	8.20E+06	2.65E+08	34	1.68E+07	1582	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874195	SAMEA3376053	ERX953798	1902.248	3	1	ERR874195	ERS717815	qiime_ppdid_189:1902.248	248	None	None	None	11/23/11	4.7	1.6	-	NaNO3	20	None	10/19/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel N4 in system Viking	2.32E+04	3.15E+08	2	F1	9	248	10	3	912	0.09	0.26	118	S6	None	93	4	3.8	1.104	2.5	7	bioreactor content	0.3	fall	Viking	40	1.24E+07	3.39E+08	35	1.28E+07	941	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874196	SAMEA3376054	ERX953799	1902.249	4	2	ERR874196	ERS717816	qiime_ppdid_189:1902.249	249	None	None	None	11/21/11	4.9	1.8	-	NaNO3	20	None	10/13/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S1 in system Viking	2.25E+04	4.01E+08	2	F2	15	249	10	3	1938	0.08	0.22	116	S7	None	90	8	2.2	1.104	3.3	9.6	bioreactor content	0.4	fall	Viking	40	3.45E+07	4.45E+08	39	9.85E+06	553	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874197	SAMEA3376055	ERX953800	1902.25	3	1	ERR874197	ERS717817	qiime_ppdid_189:1902.25	25	7.88	0.12	927	8/11/11	2.8	0.89	916	NaNO3	20	901	7/28/11	35.5	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel A8 in system AGS	2.44E+04	3.69E+08	1	B4	8	25	8	3	520	0.14	0.4	14	B2	54	98	2.08	0.1	1.104	2.31	6.6	bioreactor content	0.6	summer	AGS	200	7.84E+06	3.77E+08	13.75	4.52E+05	30	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874198	SAMEA3376056	ERX953801	1902.25	4	2	ERR874198	ERS717818	qiime_ppdid_189:1902.250	250	None	None	None	11/21/11	5.5	2.2	-	NaNO3	20	None	10/13/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S2 in system Viking	2.31E+04	4.55E+08	2	F3	15	250	10	3	1377	0.12	0.33	116	S8	None	93	6	1.9	1.104	3.6	10.4	bioreactor content	0.4	fall	Viking	40	2.71E+07	4.92E+08	39	9.51E+06	483	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874199	SAMEA3376057	ERX953802	1902.251	5	2	ERR874199	ERS717819	qiime_ppdid_189:1902.251	251	None	None	None	11/21/11	3.8	1.4	-	NaNO3	20	None	9/22/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S5 in system Viking	2.06E+04	3.34E+08	2	F4	36	251	10	3	4298	0.08	0.23	116	N1	None	82	17	0.2	1.104	3.1	8.9	bioreactor content	0.6	fall	Viking	40	6.96E+07	4.05E+08	60	8.10E+05	50	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874200	SAMEA3376058	ERX953803	1902.252	6	3	ERR874200	ERS717820	qiime_ppdid_189:1902.252	252	None	None	None	11/21/11	2.7	1.3	-	NaNO3	20	None	9/22/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S6 in system Viking	1.62E+04	1.57E+08	2	F5	36	252	10	3	8590	0.03	0.1	116	N2	None	65	34	0.7	1.104	1.6	4.4	bioreactor content	0.6	fall	Viking	40	8.34E+07	2.43E+08	60	1.68E+06	173	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874201	SAMEA3376059	ERX953804	1902.253	5	2	ERR874201	ERS717821	qiime_ppdid_189:1902.253	253	None	None	None	11/21/11	2.6	1	-	NaNO3	20	None	10/13/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S7 in system Viking	1.49E+04	1.40E+08	2	F6	15	253	10	3	9993	0.04	0.12	116	N3	None	59	40	0.2	1.104	1.2	3.5	bioreactor content	0.4	fall	Viking	40	9.42E+07	2.36E+08	39	5.00E+05	53	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874202	SAMEA3376060	ERX953805	1902.254	5	2	ERR874202	ERS717822	qiime_ppdid_189:1902.254	254	None	None	None	11/21/11	1.3	1.2	-	NaNO3	20	None	9/22/11	None	10/28/11	10/28/11 0:00	28	301	Bioreactor sample taken from panel S8 in system Viking	4.09E+03	3.31E+07	2	F7	36	254	10	3	9622	0	0	116	N4	None	28	67	4.8	1.104	0.8	2.3	bioreactor content	0.6	fall	Viking	40	7.77E+07	1.17E+08	60	5.63E+06	697	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874203	SAMEA3376061	ERX953806	1902.255	4	1	ERR874203	ERS717823	qiime_ppdid_189:1902.255	255	None	None	None	2/6/12	6	1	-	NaNO3	20	None	11/22/11	None	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel N1 in system Viking	2.26E+04	3.18E+08	2	F8	17	255	12	3	2402	0.07	0.19	193	S1	None	90	10	0	1.104	2.4	6.9	bioreactor content	0.2	fall	Viking	40	3.38E+07	3.52E+08	76	8.45E+04	6	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874204	SAMEA3376062	ERX953807	1902.256	3	1	ERR874204	ERS717824	qiime_ppdid_189:1902.256	256	None	None	None	2/6/12	5.9	1.1	-	NaNO3	20	None	11/22/11	None	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel N2 in system Viking	2.26E+04	3.00E+08	2	F9	17	256	12	3	2399	0.07	0.19	193	S2	None	90	10	0.1	1.104	2.5	7.2	bioreactor content	0.2	fall	Viking	40	3.19E+07	3.32E+08	76	3.86E+05	29	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874205	SAMEA3376063	ERX953808	1902.257	2	1	ERR874205	ERS717825	qiime_ppdid_189:1902.257	257	None	None	None	2/6/12	5.4	2.2	-	NaNO3	20	None	11/28/11	None	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel N3 in system Viking	2.43E+04	8.11E+08	2	F10	11	257	12	3	663	0.05	0.15	193	S3	None	97	3	0.1	1.104	3.2	9.2	bioreactor content	0.2	fall	Viking	40	2.21E+07	8.34E+08	70	6.01E+05	18	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874206	SAMEA3376064	ERX953809	1902.258	3	1	ERR874206	ERS717826	qiime_ppdid_189:1902.258	258	None	None	None	1/19/12	4	0.5	-	NaNO3	20	None	12/8/11	None	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel N4 in system Viking	2.39E+04	1.73E+08	2	F11	1	258	12	3	977	0.08	0.24	175	S4	None	96	4	0.5	1.104	0.5	1.5	bioreactor content	0	fall	Viking	40	7.09E+06	1.81E+08	42	8.92E+05	123	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
