#SampleID	AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	region	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	isolation_source_s	lat_lon_s	misc_param_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	geo_loc_name_s	host_s
SRR5380490	250	SAMN06566411	SRX2675717	LIL2.1	LI	3/27/17	0	0	3/27/17	SRR5380490	SRS2074060	LIL2.1	2014-06-10T09:45:00	Leaf	40.83158 N 72.54082 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380491	250	SAMN06566400	SRX2675718	LIL1.6	LI	3/27/17	0	0	3/27/17	SRR5380491	SRS2074061	LIL1.6	2014-06-03T07:50:00	Leaf	40.85762 N 72.45119 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380492	250	SAMN06566401	SRX2675719	LIL1.20	LI	3/27/17	0	0	3/27/17	SRR5380492	SRS2074062	LIL1.20	2014-06-03T07:50:00	Leaf	40.85762 N 72.45119 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380493	250	SAMN06566399	SRX2675720	LIL1.1	LI	3/27/17	0	0	3/27/17	SRR5380493	SRS2074063	LIL1.1	2014-06-03T07:50:00	Leaf	40.85762 N 72.45119 W	ZenSite:LI	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380494	250	SAMN06566782	SRX2675721	KOW2.6	KO	3/27/17	0	0	3/27/17	SRR5380494	SRS2074064	KOW2.6	27-Jul-14	Water	34.80097222 N 128.5836944 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380495	250	SAMN06566783	SRX2675722	KOW2.20	KO	3/27/17	0	0	3/27/17	SRR5380495	SRS2074065	KOW2.20	27-Jul-14	Water	34.80097222 N 128.5836944 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380497	250	SAMN06566771	SRX2675724	KOW1.20	KO	3/27/17	0	0	3/27/17	SRR5380497	SRS2074069	KOW1.20	17-Jul-14	Water	34.89466111 N 128.0202722 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380498	250	SAMN06566770	SRX2675725	KOW1.1	KO	3/27/17	0	0	3/27/17	SRR5380498	SRS2074066	KOW1.1	17-Jul-14	Water	34.89466111 N 128.0202722 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380510	250	SAMN06566766	SRX2675736	KOR1.20	KO	3/27/17	0	0	3/27/17	SRR5380510	SRS2074079	KOR1.20	17-Jul-14	Roots	34.89466111 N 128.0202722 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380514	250	SAMN06566772	SRX2675740	KOL2.1	KO	3/27/17	0	0	3/27/17	SRR5380514	SRS2074084	KOL2.1	27-Jul-14	Leaf	34.80097222 N 128.5836944 E	ZenSite:KO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380518	250	SAMN06566441	SRX2675744	K.C.UknLot	K.	3/27/17	324	196	3/27/17	SRR5380518	SRS2074087	K.C.UknLot	missing	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380519	250	SAMN06566807	SRX2675745	K.C.PS14J9	K.	3/27/17	3	2	3/27/17	SRR5380519	SRS2074088	K.C.PS14J9	8/7/14	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380521	250	SAMN06566392	SRX2675747	K.C.PS14F26	K.	3/27/17	33	19	3/27/17	SRR5380521	SRS2074090	K.C.PS14F26	missing	missing	missing	ZenSite:missing	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380522	250	SAMN06566854	SRX2675748	JSW2.6	JS	3/27/17	0	0	3/27/17	SRR5380522	SRS2074091	JSW2.6	missing	Water	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380523	250	SAMN06566855	SRX2675749	JSW2.20	JS	3/27/17	3	2	3/27/17	SRR5380523	SRS2074093	JSW2.20	missing	Water	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380524	250	SAMN06566853	SRX2675750	JSW2.1	JS	3/27/17	0	0	3/27/17	SRR5380524	SRS2074092	JSW2.1	missing	Water	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380525	250	SAMN06566842	SRX2675751	JSW1.6	JS	3/27/17	0	0	3/27/17	SRR5380525	SRS2074094	JSW1.6	missing	Water	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380526	250	SAMN06566843	SRX2675752	JSW1.20	JS	3/27/17	0	0	3/27/17	SRR5380526	SRS2074097	JSW1.20	missing	Water	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380527	250	SAMN06566841	SRX2675753	JSW1.1	JS	3/27/17	0	0	3/27/17	SRR5380527	SRS2074096	JSW1.1	missing	water	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380528	250	SAMN06566851	SRX2675754	JSS2.6	JS	3/27/17	0	0	3/27/17	SRR5380528	SRS2074095	JSS2.6	missing	Sediment	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380529	250	SAMN06566852	SRX2675755	JSS2.20	JS	3/27/17	0	0	3/27/17	SRR5380529	SRS2074098	JSS2.20	missing	Sediment	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380530	250	SAMN06566850	SRX2675756	JSS2.1	JS	3/27/17	1	0	3/27/17	SRR5380530	SRS2074099	JSS2.1	missing	Sediment	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380531	250	SAMN06566839	SRX2675757	JSS1.6	JS	3/27/17	0	0	3/27/17	SRR5380531	SRS2074101	JSS1.6	missing	Sediment	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380532	250	SAMN06566840	SRX2675758	JSS1.20	JS	3/27/17	0	0	3/27/17	SRR5380532	SRS2074100	JSS1.20	missing	Sediment	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380533	250	SAMN06566838	SRX2675759	JSS1.1	JS	3/27/17	0	0	3/27/17	SRR5380533	SRS2074102	JSS1.1	missing	Sediment	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380534	250	SAMN06566848	SRX2675760	JSR2.6	JS	3/27/17	0	0	3/27/17	SRR5380534	SRS2074103	JSR2.6	missing	Roots	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380535	250	SAMN06566849	SRX2675761	JSR2.20	JS	3/27/17	0	0	3/27/17	SRR5380535	SRS2074105	JSR2.20	missing	Roots	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380536	250	SAMN06566847	SRX2675762	JSR2.1	JS	3/27/17	1357	768	3/27/17	SRR5380536	SRS2074104	JSR2.1	missing	Roots	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380537	250	SAMN06566836	SRX2675763	JSR1.6	JS	3/27/17	1	0	3/27/17	SRR5380537	SRS2074107	JSR1.6	missing	Roots	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380538	250	SAMN06566837	SRX2675764	JSR1.20	JS	3/27/17	0	0	3/27/17	SRR5380538	SRS2074106	JSR1.20	missing	Roots	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380539	250	SAMN06566835	SRX2675765	JSR1.1	JS	3/27/17	0	0	3/27/17	SRR5380539	SRS2074108	JSR1.1	missing	Roots	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380540	250	SAMN06566845	SRX2675766	JSL2.6	JS	3/27/17	3	2	3/27/17	SRR5380540	SRS2074109	JSL2.6	missing	Leaf	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380541	250	SAMN06566846	SRX2675767	JSL2.20	JS	3/27/17	0	0	3/27/17	SRR5380541	SRS2074110	JSL2.20	missing	Leaf	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380542	250	SAMN06566844	SRX2675768	JSL2.1	JS	3/27/17	0	0	3/27/17	SRR5380542	SRS2074111	JSL2.1	missing	Leaf	34.274018 N 132.26617 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380543	250	SAMN06566833	SRX2675769	JSL1.6	JS	3/27/17	0	0	3/27/17	SRR5380543	SRS2074112	JSL1.6	missing	Leaf	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380544	250	SAMN06566834	SRX2675770	JSL1.20	JS	3/27/17	0	0	3/27/17	SRR5380544	SRS2074113	JSL1.20	missing	Leaf	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380545	250	SAMN06566832	SRX2675771	JSL1.1	JS	3/27/17	0	0	3/27/17	SRR5380545	SRS2074114	JSL1.1	missing	Leaf	34.297834 N 132.91631 E	ZenSite:JS	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380546	250	SAMN06566830	SRX2675772	JNW2.6	JN	3/27/17	0	0	3/27/17	SRR5380546	SRS2074115	JNW2.6	2014-07-29T10:35:00	Water	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380558	250	SAMN06566831	SRX2675784	JNW2.20	JN	3/27/17	1	1	3/27/17	SRR5380558	SRS2074116	JNW2.20	2014-07-29T10:35:00	Water	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380559	250	SAMN06566829	SRX2675785	JNW2.1	JN	3/27/17	0	0	3/27/17	SRR5380559	SRS2074117	JNW2.1	2014-07-29T10:35:00	Water	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380584	250	SAMN06566818	SRX2675810	JNW1.6	JN	3/27/17	2	1	3/27/17	SRR5380584	SRS2074118	JNW1.6	2014-07-22T11:00:00	Water	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380585	250	SAMN06566819	SRX2675811	JNW1.20	JN	3/27/17	0	0	3/27/17	SRR5380585	SRS2074119	JNW1.20	2014-07-22T11:00:00	Water	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380586	250	SAMN06566817	SRX2675812	JNW1.1	JN	3/27/17	0	0	3/27/17	SRR5380586	SRS2074120	JNW1.1	2014-07-22T11:00:00	water	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380587	250	SAMN06566827	SRX2675813	JNS2.6	JN	3/27/17	0	0	3/27/17	SRR5380587	SRS2074121	JNS2.6	2014-07-29T10:35:00	Sediment	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380588	250	SAMN06566828	SRX2675814	JNS2.20	JN	3/27/17	0	0	3/27/17	SRR5380588	SRS2074122	JNS2.20	2014-07-29T10:35:00	Sediment	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380589	250	SAMN06566826	SRX2675815	JNS2.1	JN	3/27/17	0	0	3/27/17	SRR5380589	SRS2074123	JNS2.1	2014-07-29T10:35:00	Sediment	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380590	250	SAMN06566815	SRX2675816	JNS1.6	JN	3/27/17	0	0	3/27/17	SRR5380590	SRS2074125	JNS1.6	2014-07-22T11:00:00	Sediment	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380591	250	SAMN06566816	SRX2675817	JNS1.20	JN	3/27/17	0	0	3/27/17	SRR5380591	SRS2074124	JNS1.20	2014-07-22T11:00:00	Sediment	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380592	250	SAMN06566814	SRX2675818	JNS1.1	JN	3/27/17	0	0	3/27/17	SRR5380592	SRS2074127	JNS1.1	2014-07-22T11:00:00	Sediment	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380593	250	SAMN06566824	SRX2675819	JNR2.6	JN	3/27/17	0	0	3/27/17	SRR5380593	SRS2074126	JNR2.6	2014-07-29T10:35:00	Roots	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380594	250	SAMN06566825	SRX2675820	JNR2.20	JN	3/27/17	0	0	3/27/17	SRR5380594	SRS2074128	JNR2.20	2014-07-29T10:35:00	Roots	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380595	250	SAMN06566823	SRX2675821	JNR2.1	JN	3/27/17	0	0	3/27/17	SRR5380595	SRS2074140	JNR2.1	2014-07-29T10:35:00	Roots	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380596	250	SAMN06566812	SRX2675822	JNR1.6	JN	3/27/17	0	0	3/27/17	SRR5380596	SRS2074154	JNR1.6	2014-07-22T11:00:00	Roots	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380597	250	SAMN06566813	SRX2675823	JNR1.20	JN	3/27/17	0	0	3/27/17	SRR5380597	SRS2074155	JNR1.20	2014-07-22T11:00:00	Roots	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380598	250	SAMN06566811	SRX2675824	JNR1.1	JN	3/27/17	0	0	3/27/17	SRR5380598	SRS2074156	JNR1.1	2014-07-22T11:00:00	Roots	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380599	250	SAMN06566821	SRX2675825	JNL2.6	JN	3/27/17	0	0	3/27/17	SRR5380599	SRS2074157	JNL2.6	2014-07-29T10:35:00	Leaf	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380600	250	SAMN06566822	SRX2675826	JNL2.20	JN	3/27/17	18	10	3/27/17	SRR5380600	SRS2074168	JNL2.20	2014-07-29T10:35:00	Leaf	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380601	250	SAMN06566820	SRX2675827	JNL2.1	JN	3/27/17	0	0	3/27/17	SRR5380601	SRS2074170	JNL2.1	2014-07-29T10:35:00	Leaf	43.052222 N 144.842699 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380602	250	SAMN06566809	SRX2675828	JNL1.6	JN	3/27/17	0	0	3/27/17	SRR5380602	SRS2074173	JNL1.6	2014-07-22T11:00:00	Leaf	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380615	250	SAMN06566810	SRX2675841	JNL1.20	JN	3/27/17	0	0	3/27/17	SRR5380615	SRS2074174	JNL1.20	2014-07-22T11:00:00	Leaf	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380616	250	SAMN06566808	SRX2675842	JNL1.1	JN	3/27/17	0	0	3/27/17	SRR5380616	SRS2074175	JNL1.1	2014-07-22T11:00:00	Leaf	43.021167 N 144.903217 E	ZenSite:JN	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380617	250	SAMN06566557	SRX2675846	IRW2.6	IR	3/27/17	1	1	3/27/17	SRR5380617	SRS2074176	IRW2.6	2014-07-02T17:34:00	Water	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380618	250	SAMN06566558	SRX2675864	IRW2.20	IR	3/27/17	0	0	3/27/17	SRR5380618	SRS2074177	IRW2.20	2014-07-02T17:34:00	Water	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380619	250	SAMN06566556	SRX2675883	IRW2.1	IR	3/27/17	0	0	3/27/17	SRR5380619	SRS2074179	IRW2.1	2014-07-02T17:34:00	Water	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380633	250	SAMN06566545	SRX2675896	IRW1.6	IR	3/27/17	0	0	3/27/17	SRR5380633	SRS2074178	IRW1.6	2014-06-17T11:31:00	Water	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380654	250	SAMN06566546	SRX2675897	IRW1.20	IR	3/27/17	0	0	3/27/17	SRR5380654	SRS2074180	IRW1.20	2014-06-17T11:31:00	Water	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380672	250	SAMN06566544	SRX2675898	IRW1.1	IR	3/27/17	2	1	3/27/17	SRR5380672	SRS2074181	IRW1.1	2014-06-17T11:31:00	Water	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380674	250	SAMN06566555	SRX2675900	IRS2.20	IR	3/27/17	0	0	3/27/17	SRR5380674	SRS2074183	IRS2.20	2014-07-02T17:34:00	Sediment	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380676	250	SAMN06566553	SRX2675901	IRS2.1	IR	3/27/17	0	0	3/27/17	SRR5380676	SRS2074186	IRS2.1	2014-07-02T17:34:00	Sediment	54.2225 N 7.701944 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380677	250	SAMN06566542	SRX2675902	IRS1.6	IR	3/27/17	0	0	3/27/17	SRR5380677	SRS2074184	IRS1.6	2014-06-17T11:31:00	Sediment	54.531944 N 5.569167 W	ZenSite:IR	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
